Date,Investor_ID,Cash_Balance,Stock_Value,Total_Equity,Qty_AEL,Qty_CFIN,Qty_COMB,Qty_DFCC,Qty_DIAL,Qty_HAYL,Qty_HHL,Qty_HNB,Qty_JKH,Qty_LFIN,Qty_LIOC,Qty_LOFC,Qty_MELS,Qty_NDB,Qty_NTB
2022-02-16,INV_02,235268.73,1633152.89,1868421.62,3430,2077,1017,1242,7497,655,2107,453,222,2295,1633,18918,762,1814,987
2022-02-17,INV_02,199633.49,1679963.77,1879597.26,3430,2077,1017,1242,11603,655,2107,453,222,2295,1633,18918,762,1814,987
2022-02-18,INV_02,221444.14,1600152.05,1821596.19,2572,2077,1017,1242,11603,655,2107,453,222,2295,1633,18918,762,1814,987
2022-02-21,INV_02,260478.89,1480556.68,1741035.58,2572,1557,1017,1242,11603,655,2107,453,222,2295,1633,18918,762,1814,987
2022-02-22,INV_02,221047.68,1523522.48,1744570.16,2572,1557,1017,1242,11603,655,2107,453,222,2295,1633,18918,1815,1814,987
2022-02-23,INV_02,316106.49,1349704.12,1665810.6,2572,1557,1017,1242,11603,655,2107,453,222,2295,1633,14188,1815,1814,987
2022-02-24,INV_02,346536.18,1241635.6,1588171.78,2572,1557,1017,1242,11603,655,1580,453,222,2295,1633,14188,1815,1814,987
2022-02-25,INV_02,294065.15,1364540.71,1658605.86,2572,1557,1017,1242,11603,655,1580,916,222,2295,1633,14188,1815,1814,987
2022-02-28,INV_02,294065.15,1430313.7,1724378.85,2572,1557,1017,1242,11603,655,1580,916,222,2295,1633,14188,1815,1814,987
2022-03-01,INV_02,249545.81,1474392.26,1723938.07,2572,1557,1017,1242,11603,655,1580,916,222,2295,1633,14188,1815,1814,1954
2022-03-02,INV_02,265401.47,1448395.26,1713796.73,2572,1557,762,1242,11603,655,1580,916,222,2295,1633,14188,1815,1814,1954
2022-03-03,INV_02,277277.68,1398170.28,1675447.96,2572,1557,571,1242,11603,655,1580,916,222,2295,1633,14188,1815,1814,1954
2022-03-04,INV_02,286169.29,1391228.42,1677397.71,2572,1557,428,1242,11603,655,1580,916,222,2295,1633,14188,1815,1814,1954
2022-03-07,INV_02,298922.97,1323326.25,1622249.22,2572,1557,428,1242,11603,491,1580,916,222,2295,1633,14188,1815,1814,1954
2022-03-08,INV_02,322757.96,1215468.19,1538226.14,2572,1557,428,1242,8702,491,1580,916,222,2295,1633,14188,1815,1814,1954
2022-03-09,INV_02,337019.95,1146558.96,1483578.91,2572,1557,428,931,8702,491,1580,916,222,2295,1633,14188,1815,1814,1954
2022-03-10,INV_02,285967.73,1303380.58,1589348.31,2572,1557,428,931,14847,491,1580,916,222,2295,1633,14188,1815,1814,1954
2022-03-11,INV_02,308371.53,1254919.55,1563291.08,2572,1557,428,931,14847,491,1580,916,222,2295,1633,14188,1815,1814,1465
2022-03-14,INV_02,335103.25,1212740.2,1547843.45,2572,1167,428,931,14847,491,1580,916,222,2295,1633,14188,1815,1814,1465
2022-03-15,INV_02,345502.81,1159637.98,1505140.79,2572,1167,428,698,14847,491,1580,916,222,2295,1633,14188,1815,1814,1465
2022-03-16,INV_02,360157.31,1137335.57,1497492.88,2572,1167,428,698,14847,491,1580,916,222,2295,1633,14188,1361,1814,1465
2022-03-17,INV_02,389845.88,1107347.11,1497192.99,2572,1167,428,698,11135,491,1580,916,222,2295,1633,14188,1361,1814,1465
2022-03-18,INV_02,330873.99,1192010.32,1522884.31,2572,1167,428,698,11135,491,1580,916,602,2295,1633,14188,1361,1814,1465
2022-03-21,INV_02,355889.09,1178889.01,1534778.11,2572,1167,428,698,11135,491,1580,687,602,2295,1633,14188,1361,1814,1465
2022-03-22,INV_02,363975.59,1152328.89,1516304.48,2572,1167,428,523,11135,491,1580,687,602,2295,1633,14188,1361,1814,1465
2022-03-23,INV_02,387730.21,1124554.17,1512284.37,2572,1167,428,523,11135,491,1580,687,602,2295,1633,14188,1361,1360,1465
2022-03-24,INV_02,394031.48,1104765.06,1498796.54,2572,1167,321,523,11135,491,1580,687,602,2295,1633,14188,1361,1360,1465
2022-03-25,INV_02,421467.36,1066407.4,1487874.76,2572,1167,321,523,11135,491,1580,687,602,1721,1633,14188,1361,1360,1465
2022-03-28,INV_02,442099.92,998299.57,1440399.49,2572,1167,321,523,11135,491,1580,687,602,1290,1633,14188,1361,1360,1465
2022-03-29,INV_02,458506.06,910566.49,1369072.56,2572,1167,321,523,11135,491,1580,687,602,1290,1633,14188,1361,1020,1465
2022-03-30,INV_02,389047.96,979546.77,1368594.73,2572,1167,321,523,11135,491,1580,687,602,1290,1633,19734,1361,1020,1465
2022-03-31,INV_02,330164.44,1058093.7,1388258.14,2572,1167,321,523,11135,1418,1580,687,602,1290,1633,19734,1361,1020,1465
2022-04-01,INV_02,380964.9,906873.0,1287837.9,2572,1167,321,523,11135,1418,1580,687,602,1290,1633,14800,1361,1020,1465
2022-04-04,INV_02,386720.14,888015.89,1274736.03,2572,1167,321,392,11135,1418,1580,687,602,1290,1633,14800,1361,1020,1465
2022-04-05,INV_02,328144.54,1015412.93,1343557.46,2572,1167,321,392,11135,1418,1580,687,602,1290,1633,14800,1361,2116,1465
2022-04-06,INV_02,332336.56,965711.47,1298048.03,2572,1167,240,392,11135,1418,1580,687,602,1290,1633,14800,1361,2116,1465
2022-04-07,INV_02,358144.43,885513.92,1243658.35,2572,1167,240,392,11135,1418,1580,687,602,1290,1633,14800,1361,1587,1465
2022-04-08,INV_02,367519.17,857341.65,1224860.81,2572,1167,240,392,11135,1418,1580,687,602,1290,1633,14800,1020,1587,1465
2022-04-11,INV_02,386601.38,838066.68,1224668.06,2572,1167,240,392,11135,1418,1580,687,602,1290,1633,14800,1020,1190,1465
2022-04-12,INV_02,407185.9,817274.24,1224460.14,2572,1167,240,392,11135,1418,1580,687,451,1290,1633,14800,1020,1190,1465
2022-04-13,INV_02,421943.6,802367.48,1224311.07,2572,875,240,392,11135,1418,1580,687,451,1290,1633,14800,1020,1190,1465
2022-04-14,INV_02,421943.6,802367.48,1224311.07,2572,875,240,392,11135,1418,1580,687,451,1290,1633,14800,1020,1190,1465
2022-04-15,INV_02,358108.05,865570.99,1223679.04,2572,875,240,392,11135,1418,1580,687,910,1290,1633,14800,1020,1190,1465
2022-04-18,INV_02,358108.05,865570.99,1223679.04,2572,875,240,392,11135,1418,1580,687,910,1290,1633,14800,1020,1190,1465
2022-04-19,INV_02,372611.24,850921.3,1223532.54,2572,875,240,392,11135,1418,1580,515,910,1290,1633,14800,1020,1190,1465
2022-04-20,INV_02,372611.24,850921.3,1223532.54,2572,875,240,392,11135,1418,1580,515,910,1290,1633,14800,1020,1190,1465
2022-04-21,INV_02,316285.75,906689.11,1222974.86,2572,875,240,392,11135,1418,1580,515,1315,1290,1633,14800,1020,1190,1465
2022-04-22,INV_02,316285.75,906689.11,1222974.86,2572,875,240,392,11135,1418,1580,515,1315,1290,1633,14800,1020,1190,1465
2022-04-25,INV_02,357937.62,787761.96,1145699.58,2572,875,240,392,11135,1418,1580,515,986,1290,1633,14800,1020,1190,1465
2022-04-26,INV_02,367251.61,698531.25,1065782.86,2572,656,240,392,11135,1418,1580,515,986,1290,1633,14800,1020,1190,1465
2022-04-27,INV_02,370965.27,740296.92,1111262.19,2572,656,240,294,11135,1418,1580,515,986,1290,1633,14800,1020,1190,1465
2022-04-28,INV_02,370965.27,765479.72,1136445.0,2572,656,240,294,11135,1418,1580,515,986,1290,1633,14800,1020,1190,1465
2022-04-29,INV_02,370965.27,764925.75,1135891.03,2572,656,240,294,11135,1418,1580,515,986,1290,1633,14800,1020,1190,1465
2022-05-02,INV_02,389183.26,746523.75,1135707.01,2572,656,240,294,8351,1418,1580,515,986,1290,1633,14800,1020,1190,1465
2022-05-03,INV_02,330235.93,804887.44,1135123.37,2572,656,240,294,8351,1418,1580,515,986,1290,1633,14800,1020,2550,1465
2022-05-04,INV_02,330235.93,814931.3,1145167.22,2572,656,240,294,8351,1418,1580,515,986,1290,1633,14800,1020,2550,1465
2022-05-05,INV_02,341888.92,788016.47,1129905.39,2572,656,240,294,8351,1418,1580,515,986,1290,1224,14800,1020,2550,1465
2022-05-06,INV_02,356638.23,752328.91,1108967.14,2572,656,240,294,8351,1418,1185,515,986,1290,1224,14800,1020,2550,1465
2022-05-09,INV_02,302702.8,821342.59,1124045.4,2572,656,240,294,8351,1418,1185,515,1422,1290,1224,14800,1020,2550,1465
2022-05-10,INV_02,302702.8,821342.59,1124045.4,2572,656,240,294,8351,1418,1185,515,1422,1290,1224,14800,1020,2550,1465
2022-05-11,INV_02,310828.85,813134.46,1123963.31,2572,492,240,294,8351,1418,1185,515,1422,1290,1224,14800,1020,2550,1465
2022-05-12,INV_02,263748.11,884283.02,1148031.13,2572,492,240,1577,8351,1418,1185,515,1422,1290,1224,14800,1020,2550,1465
2022-05-13,INV_02,223797.55,964723.99,1188521.54,6212,492,240,1577,8351,1418,1185,515,1422,1290,1224,14800,1020,2550,1465
2022-05-16,INV_02,223797.55,964723.99,1188521.54,6212,492,240,1577,8351,1418,1185,515,1422,1290,1224,14800,1020,2550,1465
2022-05-17,INV_02,189893.99,1047043.57,1236937.57,6212,492,240,1577,8351,1418,1185,515,1422,1290,2171,14800,1020,2550,1465
2022-05-18,INV_02,199357.56,1033368.03,1232725.58,6212,492,240,1577,8351,1418,1185,386,1422,1290,2171,14800,1020,2550,1465
2022-05-19,INV_02,232690.86,973218.63,1205909.49,6212,492,240,1577,8351,1418,1185,386,1422,1290,2171,11100,1020,2550,1465
2022-05-20,INV_02,197444.85,1015001.51,1212446.36,9323,492,240,1577,8351,1418,1185,386,1422,1290,2171,11100,1020,2550,1465
2022-05-23,INV_02,197444.85,1048204.68,1245649.53,9323,492,240,1577,8351,1418,1185,386,1422,1290,2171,11100,1020,2550,1465
2022-05-24,INV_02,197444.85,1050059.0,1247503.85,9323,492,240,1577,8351,1418,1185,386,1422,1290,2171,11100,1020,2550,1465
2022-05-25,INV_02,211410.7,1029404.89,1240815.58,9323,492,240,1182,8351,1418,1185,386,1422,1290,2171,11100,1020,2550,1465
2022-05-26,INV_02,179410.74,1059190.66,1238601.4,9323,492,240,1182,8351,1418,1185,386,1422,1290,2765,11100,1020,2550,1465
2022-05-27,INV_02,182094.12,1034843.19,1216937.31,9323,492,180,1182,8351,1418,1185,386,1422,1290,2765,11100,1020,2550,1465
2022-05-30,INV_02,192663.28,1009454.61,1202117.89,9323,492,180,886,8351,1418,1185,386,1422,1290,2765,11100,1020,2550,1465
2022-05-31,INV_02,213739.07,970093.64,1183832.71,9323,492,180,886,8351,1418,1185,386,1422,1290,2765,11100,1020,1912,1465
2022-06-01,INV_02,232881.81,953714.97,1186596.78,9323,492,180,886,8351,1063,1185,386,1422,1290,2765,11100,1020,1912,1465
2022-06-02,INV_02,232881.81,965919.97,1198801.79,9323,492,180,886,8351,1063,1185,386,1422,1290,2765,11100,1020,1912,1465
2022-06-03,INV_02,256233.44,943095.7,1199329.14,9323,492,180,886,8351,1063,1185,386,1422,1290,2765,8325,1020,1912,1465
2022-06-06,INV_02,290924.46,877693.27,1168617.73,9323,492,180,886,8351,1063,1185,386,1422,1290,2073,8325,1020,1912,1465
2022-06-07,INV_02,306069.4,854610.05,1160679.45,9323,492,180,886,8351,1063,1185,386,1422,1290,2073,8325,1020,1434,1465
2022-06-08,INV_02,306069.4,873593.35,1179662.76,9323,492,180,886,8351,1063,1185,386,1422,1290,2073,8325,1020,1434,1465
2022-06-09,INV_02,259717.6,929289.9,1189007.5,9323,492,180,886,8351,1063,1185,386,1422,1290,2073,8325,2552,1434,1465
2022-06-10,INV_02,259717.6,939696.57,1199414.17,9323,492,180,886,8351,1063,1185,386,1422,1290,2073,8325,2552,1434,1465
2022-06-13,INV_02,270969.5,925013.45,1195982.96,9323,492,180,886,8351,1063,1185,386,1422,967,2073,8325,2552,1434,1465
2022-06-14,INV_02,283477.01,912379.61,1195856.62,9323,492,180,886,8351,1063,888,386,1422,967,2073,8325,2552,1434,1465
2022-06-15,INV_02,291835.94,885845.8,1177681.74,9323,492,180,886,8351,1063,888,386,1422,725,2073,8325,2552,1434,1465
2022-06-16,INV_02,298437.54,868625.06,1167062.6,9323,492,180,886,8351,1063,888,289,1422,725,2073,8325,2552,1434,1465
2022-06-17,INV_02,313163.74,828020.28,1141184.02,9323,492,180,886,6263,1063,888,289,1422,725,2073,8325,2552,1434,1465
2022-06-20,INV_02,315080.99,822507.25,1137588.24,9323,492,135,886,6263,1063,888,289,1422,725,2073,8325,2552,1434,1465
2022-06-21,INV_02,315080.99,834626.58,1149707.57,9323,492,135,886,6263,1063,888,289,1422,725,2073,8325,2552,1434,1465
2022-06-22,INV_02,267448.99,883962.81,1151411.8,9323,492,135,886,6263,1063,888,289,1810,725,2073,8325,2552,1434,1465
2022-06-23,INV_02,278726.6,872988.5,1151715.1,9323,492,135,886,6263,1063,888,289,1810,725,2073,8325,2552,1075,1465
2022-06-24,INV_02,236517.3,932989.93,1169507.23,9323,1327,135,886,6263,1063,888,289,1810,725,2073,8325,2552,1075,1465
2022-06-27,INV_02,257140.22,889574.37,1146714.59,6992,1327,135,886,6263,1063,888,289,1810,725,2073,8325,2552,1075,1465
2022-06-28,INV_02,218194.76,916579.85,1134774.61,6992,2124,135,886,6263,1063,888,289,1810,725,2073,8325,2552,1075,1465
2022-06-29,INV_02,218194.76,919628.97,1137823.73,6992,2124,135,886,6263,1063,888,289,1810,725,2073,8325,2552,1075,1465
2022-06-30,INV_02,218194.76,918298.12,1136492.89,6992,2124,135,886,6263,1063,888,289,1810,725,2073,8325,2552,1075,1465
2022-07-01,INV_02,244536.64,920561.8,1165098.44,6992,1593,135,886,6263,1063,888,289,1810,725,2073,8325,2552,1075,1465
2022-07-04,INV_02,244536.64,923231.74,1167768.38,6992,1593,135,886,6263,1063,888,289,1810,725,2073,8325,2552,1075,1465
2022-07-05,INV_02,252744.86,895305.54,1148050.4,6992,1593,135,886,6263,1063,888,289,1810,725,2073,8325,2552,806,1465
2022-07-06,INV_02,271958.32,857367.74,1129326.06,6992,1194,135,886,6263,1063,888,289,1810,725,2073,8325,2552,806,1465
2022-07-07,INV_02,277341.86,844278.52,1121620.38,6992,1194,135,886,6263,1063,888,289,1810,543,2073,8325,2552,806,1465
2022-07-08,INV_02,235380.77,885373.34,1120754.11,6992,1194,135,886,6263,1063,888,289,2156,543,2073,8325,2552,806,1465
2022-07-11,INV_02,250136.86,891497.23,1141634.09,6992,895,135,886,6263,1063,888,289,2156,543,2073,8325,2552,806,1465
2022-07-12,INV_02,250136.86,894254.79,1144391.64,6992,895,135,886,6263,1063,888,289,2156,543,2073,8325,2552,806,1465
2022-07-13,INV_02,250136.86,894254.79,1144391.64,6992,895,135,886,6263,1063,888,289,2156,543,2073,8325,2552,806,1465
2022-07-14,INV_02,256446.11,882575.13,1139021.23,6992,895,135,886,6263,1063,888,289,2156,543,2073,8325,2552,604,1465
2022-07-15,INV_02,217596.5,946328.04,1163924.53,6992,895,135,886,6263,1063,888,289,2477,543,2073,8325,2552,604,1465
2022-07-18,INV_02,233261.47,939312.27,1172573.74,6992,895,135,886,6263,1063,888,289,2477,543,2073,6243,2552,604,1465
2022-07-19,INV_02,233261.47,943785.54,1177047.01,6992,895,135,886,6263,1063,888,289,2477,543,2073,6243,2552,604,1465
2022-07-20,INV_02,233261.47,953882.36,1187143.82,6992,895,135,886,6263,1063,888,289,2477,543,2073,6243,2552,604,1465
2022-07-21,INV_02,233261.47,959311.07,1192572.54,6992,895,135,886,6263,1063,888,289,2477,543,2073,6243,2552,604,1465
2022-07-22,INV_02,233261.47,962675.98,1195937.44,6992,895,135,886,6263,1063,888,289,2477,543,2073,6243,2552,604,1465
2022-07-25,INV_02,238086.52,947408.45,1185494.97,6992,895,135,886,6263,1063,888,289,2477,543,2073,6243,2552,453,1465
2022-07-26,INV_02,202091.71,978066.2,1180157.91,6992,895,135,886,6263,1063,888,289,2780,543,2073,6243,2552,453,1465
2022-07-27,INV_02,213625.41,964164.01,1177789.41,6992,671,135,886,6263,1063,888,289,2780,543,2073,6243,2552,453,1465
2022-07-28,INV_02,181297.53,1002934.05,1184231.58,6992,671,135,886,6263,1063,1637,289,2780,543,2073,6243,2552,453,1465
2022-07-29,INV_02,181297.53,1002934.05,1184231.58,6992,671,135,886,6263,1063,1637,289,2780,543,2073,6243,2552,453,1465
2022-08-01,INV_02,153836.87,1042348.13,1196185.0,6992,671,135,886,6263,1063,2269,289,2780,543,2073,6243,2552,453,1465
2022-08-02,INV_02,153836.87,1069575.89,1223412.76,6992,671,135,886,6263,1063,2269,289,2780,543,2073,6243,2552,453,1465
2022-08-03,INV_02,153836.87,1085598.18,1239435.05,6992,671,135,886,6263,1063,2269,289,2780,543,2073,6243,2552,453,1465
2022-08-04,INV_02,130593.17,1139885.45,1270478.62,6992,671,135,886,6263,1063,2269,587,2780,543,2073,6243,2552,453,1465
2022-08-05,INV_02,110840.72,1189336.63,1300177.35,6992,671,135,886,6263,1063,2269,587,2780,1126,2073,6243,2552,453,1465
2022-08-08,INV_02,94060.81,1246222.39,1340283.2,6992,971,135,886,6263,1063,2269,587,2780,1126,2073,6243,2552,453,1465
2022-08-09,INV_02,94060.81,1274527.02,1368587.83,6992,971,135,886,6263,1063,2269,587,2780,1126,2073,6243,2552,453,1465
2022-08-10,INV_02,79820.83,1321807.67,1401628.5,6992,971,135,886,6263,1063,2550,587,2780,1126,2073,6243,2552,453,1465
2022-08-11,INV_02,67736.93,1333771.92,1401508.86,8004,971,135,886,6263,1063,2550,587,2780,1126,2073,6243,2552,453,1465
2022-08-12,INV_02,57499.45,1424675.08,1482174.52,8004,971,135,886,6263,1063,2550,587,2780,1431,2073,6243,2552,453,1465
2022-08-15,INV_02,68569.35,1412906.75,1481476.1,8004,971,135,886,6263,1063,2550,440,2780,1431,2073,6243,2552,453,1465
2022-08-16,INV_02,58183.33,1430551.34,1488734.66,8004,971,135,886,7708,1063,2550,440,2780,1431,2073,6243,2552,453,1465
2022-08-17,INV_02,82122.21,1396489.81,1478612.02,8004,971,135,886,7708,1063,2550,440,2780,1431,2073,6243,1914,453,1465
2022-08-18,INV_02,69683.92,1408620.04,1478303.96,8004,971,135,886,7708,1063,2550,440,2780,1431,2149,6243,1914,453,1465
2022-08-19,INV_02,73141.97,1395083.97,1468225.94,8004,971,135,886,7708,1063,2550,440,2780,1431,2149,6243,1914,339,1465
2022-08-22,INV_02,86718.13,1374294.13,1461012.26,8004,971,135,886,5781,1063,2550,440,2780,1431,2149,6243,1914,339,1465
2022-08-23,INV_02,109953.75,1348660.09,1458613.84,6003,971,135,886,5781,1063,2550,440,2780,1431,2149,6243,1914,339,1465
2022-08-24,INV_02,93332.28,1363657.69,1456989.98,6003,971,135,886,5781,1063,2885,440,2780,1431,2149,6243,1914,339,1465
2022-08-25,INV_02,99918.58,1317370.64,1417289.22,6003,971,135,664,5781,1063,2885,440,2780,1431,2149,6243,1914,339,1465
2022-08-26,INV_02,113282.74,1301801.3,1415084.03,6003,728,135,664,5781,1063,2885,440,2780,1431,2149,6243,1914,339,1465
2022-08-29,INV_02,123260.97,1273369.23,1396630.2,6003,546,135,664,5781,1063,2885,440,2780,1431,2149,6243,1914,339,1465
2022-08-30,INV_02,123260.97,1291654.9,1414915.87,6003,546,135,664,5781,1063,2885,440,2780,1431,2149,6243,1914,339,1465
2022-08-31,INV_02,104631.6,1354202.89,1458834.5,6003,877,135,664,5781,1063,2885,440,2780,1431,2149,6243,1914,339,1465
2022-09-01,INV_02,88879.16,1415196.23,1504075.39,6003,877,135,664,5781,1063,2885,440,2780,1431,2243,6243,1914,339,1465
2022-09-02,INV_02,88879.16,1435918.27,1524797.43,6003,877,135,664,5781,1063,2885,440,2780,1431,2243,6243,1914,339,1465
2022-09-05,INV_02,88879.16,1455586.44,1544465.6,6003,877,135,664,5781,1063,2885,440,2780,1431,2243,6243,1914,339,1465
2022-09-06,INV_02,75443.49,1493091.41,1568534.91,6003,877,135,664,5781,1063,2885,440,2780,1823,2243,6243,1914,339,1465
2022-09-07,INV_02,75443.49,1505522.18,1580965.67,6003,877,135,664,5781,1063,2885,440,2780,1823,2243,6243,1914,339,1465
2022-09-08,INV_02,64073.94,1526849.77,1590923.71,6003,877,135,664,5781,1063,2885,599,2780,1823,2243,6243,1914,339,1465
2022-09-09,INV_02,54469.04,1577536.37,1632005.42,6003,877,135,664,5781,1063,2885,599,2780,1823,2290,6243,1914,339,1465
2022-09-12,INV_02,54469.04,1623732.57,1678201.61,6003,877,135,664,5781,1063,2885,599,2780,1823,2290,6243,1914,339,1465
2022-09-13,INV_02,46305.11,1642829.87,1689134.98,6003,877,135,664,5781,1063,2885,599,2780,1823,2326,6243,1914,339,1465
2022-09-14,INV_02,46305.11,1675131.74,1721436.85,6003,877,135,664,5781,1063,2885,599,2780,1823,2326,6243,1914,339,1465
2022-09-15,INV_02,66351.83,1692268.84,1758620.67,6003,877,135,664,5781,1063,2885,599,2780,1823,2326,6243,1435,339,1465
2022-09-16,INV_02,68002.01,1685803.6,1753805.61,6003,877,101,664,5781,1063,2885,599,2780,1823,2326,6243,1435,339,1465
2022-09-19,INV_02,82767.55,1667046.93,1749814.47,6003,877,101,664,5781,1063,2885,599,2780,1823,2326,6243,1076,339,1465
2022-09-20,INV_02,70243.42,1697546.47,1767789.89,6003,877,101,664,5781,1063,3092,599,2780,1823,2326,6243,1076,339,1465
2022-09-21,INV_02,59606.1,1732831.43,1792437.53,6003,877,101,986,5781,1063,3092,599,2780,1823,2326,6243,1076,339,1465
2022-09-22,INV_02,50586.33,1758109.44,1808695.77,6816,877,101,986,5781,1063,3092,599,2780,1823,2326,6243,1076,339,1465
2022-09-23,INV_02,51775.56,1746177.34,1797952.9,6816,877,75,986,5781,1063,3092,599,2780,1823,2326,6243,1076,339,1465
2022-09-26,INV_02,62121.24,1705937.18,1768058.42,6816,877,75,986,5781,1063,3092,599,2780,1823,2326,6243,807,339,1465
2022-09-27,INV_02,62121.24,1706184.79,1768306.04,6816,877,75,986,5781,1063,3092,599,2780,1823,2326,6243,807,339,1465
2022-09-28,INV_02,80494.75,1683691.12,1764185.88,5112,877,75,986,5781,1063,3092,599,2780,1823,2326,6243,807,339,1465
2022-09-29,INV_02,80494.75,1683635.12,1764129.88,5112,877,75,986,5781,1063,3092,599,2780,1823,2326,6243,807,339,1465
2022-09-30,INV_02,80494.75,1695101.36,1775596.12,5112,877,75,986,5781,1063,3092,599,2780,1823,2326,6243,807,339,1465
2022-10-03,INV_02,94157.1,1626726.09,1720883.19,3834,877,75,986,5781,1063,3092,599,2780,1823,2326,6243,807,339,1465
2022-10-04,INV_02,212475.58,1394018.87,1606494.45,3834,877,75,986,5781,1063,3092,599,2780,1823,1744,6243,807,339,1465
2022-10-05,INV_02,220214.29,1401957.61,1622171.9,3834,877,75,739,5781,1063,3092,599,2780,1823,1744,6243,807,339,1465
2022-10-06,INV_02,232934.48,1356589.11,1589523.59,3834,657,75,739,5781,1063,3092,599,2780,1823,1744,6243,807,339,1465
2022-10-07,INV_02,240236.94,1329229.3,1569466.24,3834,657,75,739,5781,1063,3092,599,2780,1823,1744,6243,605,339,1465
2022-10-10,INV_02,240236.94,1329229.3,1569466.24,3834,657,75,739,5781,1063,3092,599,2780,1823,1744,6243,605,339,1465
2022-10-11,INV_02,254359.29,1266538.62,1520897.91,3834,657,75,739,5781,1063,3092,599,2780,1367,1744,6243,605,339,1465
2022-10-12,INV_02,341200.04,1188354.5,1529554.54,3834,657,75,739,5781,1063,3092,599,2085,1367,1744,6243,605,339,1465
2022-10-13,INV_02,289546.13,1298262.71,1587808.84,3834,657,75,739,5781,1063,3092,599,2085,1367,1744,6243,605,339,2631
2022-10-14,INV_02,245715.73,1337852.62,1583568.35,3834,657,75,739,5781,1688,3092,599,2085,1367,1744,6243,605,339,2631
2022-10-17,INV_02,248584.84,1307680.28,1556265.11,3834,657,75,739,5781,1688,3092,599,2085,1367,1744,6243,605,254,2631
2022-10-18,INV_02,258218.28,1270994.55,1529212.84,2875,657,75,739,5781,1688,3092,599,2085,1367,1744,6243,605,254,2631
2022-10-19,INV_02,258218.28,1271823.35,1530041.64,2875,657,75,739,5781,1688,3092,599,2085,1367,1744,6243,605,254,2631
2022-10-20,INV_02,268533.01,1227409.68,1495942.69,2875,657,75,739,5781,1688,3092,449,2085,1367,1744,6243,605,254,2631
2022-10-21,INV_02,273501.47,1198879.44,1472380.91,2875,657,75,739,5781,1688,3092,449,2085,1367,1744,6243,453,254,2631
2022-10-24,INV_02,232088.12,1239882.75,1471970.87,2875,657,75,739,5781,1688,3900,449,2085,1367,1744,6243,453,254,2631
2022-10-25,INV_02,259202.6,1183538.08,1442740.68,2875,657,75,739,5781,1688,3900,449,2085,1367,1744,6243,453,254,1973
2022-10-26,INV_02,259202.6,1215289.31,1474491.9,2875,657,75,739,5781,1688,3900,449,2085,1367,1744,6243,453,254,1973
2022-10-27,INV_02,219952.19,1285706.14,1505658.33,2875,657,75,739,5781,1688,3900,449,2085,2597,1744,6243,453,254,1973
2022-10-28,INV_02,229780.04,1250811.32,1480591.37,2875,657,75,739,4335,1688,3900,449,2085,2597,1744,6243,453,254,1973
2022-10-31,INV_02,230587.94,1238157.46,1468745.39,2875,657,56,739,4335,1688,3900,449,2085,2597,1744,6243,453,254,1973
2022-11-01,INV_02,238278.46,1214923.88,1453202.34,2875,657,56,739,4335,1688,3900,336,2085,2597,1744,6243,453,254,1973
2022-11-02,INV_02,304404.63,1151287.11,1455691.75,2875,657,56,739,4335,1688,3900,336,2085,2597,1308,6243,453,254,1973
2022-11-03,INV_02,309990.36,1138705.47,1448695.83,2875,657,56,554,4335,1688,3900,336,2085,2597,1308,6243,453,254,1973
2022-11-04,INV_02,263046.49,1184716.29,1447762.78,2875,657,56,2078,4335,1688,3900,336,2085,2597,1308,6243,453,254,1973
2022-11-07,INV_02,223218.13,1224150.31,1447368.44,2875,657,56,3371,4335,1688,3900,336,2085,2597,1308,6243,453,254,1973
2022-11-08,INV_02,225240.15,1200235.19,1425475.34,2875,657,56,3371,4335,1688,3900,336,2085,2597,1308,6243,453,190,1973
2022-11-09,INV_02,225240.15,1219838.12,1445078.26,2875,657,56,3371,4335,1688,3900,336,2085,2597,1308,6243,453,190,1973
2022-11-10,INV_02,225240.15,1232840.69,1458080.83,2875,657,56,3371,4335,1688,3900,336,2085,2597,1308,6243,453,190,1973
2022-11-11,INV_02,230734.26,1240949.16,1471683.42,2875,657,56,3371,4335,1688,3900,252,2085,2597,1308,6243,453,190,1973
2022-11-14,INV_02,232211.89,1239866.85,1472078.74,2875,657,56,3371,4335,1688,3900,252,2085,2597,1308,6243,453,142,1973
2022-11-15,INV_02,197119.07,1260453.29,1457572.36,2875,657,56,3371,4335,1688,3900,252,2335,2597,1308,6243,453,142,1973
2022-11-16,INV_02,203745.28,1228773.72,1432519.01,2156,657,56,3371,4335,1688,3900,252,2335,2597,1308,6243,453,142,1973
2022-11-17,INV_02,223122.81,1204714.94,1427837.75,2156,657,56,3371,4335,1688,3900,252,2335,1947,1308,6243,453,142,1973
2022-11-18,INV_02,245195.06,1149829.65,1395024.71,2156,657,56,3371,4335,1266,3900,252,2335,1947,1308,6243,453,142,1973
2022-11-21,INV_02,265026.19,1120523.68,1385549.87,2156,657,56,3371,4335,1266,3900,252,2335,1947,1308,6243,453,142,1479
2022-11-22,INV_02,224879.35,1213169.71,1438049.06,2156,657,56,4785,4335,1266,3900,252,2335,1947,1308,6243,453,142,1479
2022-11-23,INV_02,224879.35,1226089.98,1450969.33,2156,657,56,4785,4335,1266,3900,252,2335,1947,1308,6243,453,142,1479
