Transaction_ID,Investor_ID,Date,Action,Ticker,Execution_Price,Executed_Quantity,Cash_Balance_Post
TX_101413,INV_02,2021-03-12,BUY,CFIN,66.83,543,205479.45
TX_101414,INV_02,2021-03-15,SELL,HHL,74.77,259,224651.53
TX_101415,INV_02,2021-03-16,SELL,LFIN,31.94,433,238341.47
TX_101416,INV_02,2021-03-17,SELL,AEL,19.0,519,248102.57
TX_101417,INV_02,2021-03-18,SELL,HAYL,41.57,418,265305.15
TX_101418,INV_02,2021-03-22,SELL,DIAL,8.95,3541,296669.93
TX_101419,INV_02,2021-03-23,BUY,LOFC,5.7,7807,251725.03
TX_101420,INV_02,2021-03-24,BUY,LIOC,16.04,2354,213590.34
TX_101421,INV_02,2021-03-25,SELL,COMB,64.14,249,229401.94
TX_101422,INV_02,2021-04-01,BUY,DFCC,49.88,689,194690.45
TX_101423,INV_02,2021-04-02,SELL,NDB,65.74,49,197879.69
TX_101424,INV_02,2021-04-05,BUY,LFIN,33.5,885,167932.9
TX_101425,INV_02,2021-04-06,BUY,DFCC,49.96,504,142498.8
TX_101426,INV_02,2021-04-07,BUY,LFIN,35.32,605,120914.54
TX_101427,INV_02,2021-04-08,BUY,JKH,145.65,124,102673.21
TX_101428,INV_02,2021-04-09,BUY,MELS,30.46,505,87136.47
TX_101429,INV_02,2021-04-12,SELL,NDB,67.11,36,89528.37
TX_101430,INV_02,2021-04-13,SELL,COMB,67.21,187,101971.07
TX_101431,INV_02,2021-04-14,SELL,HHL,80.47,194,117426.62
TX_101432,INV_02,2021-04-15,BUY,JKH,146.63,120,99654.85
TX_101433,INV_02,2021-04-16,SELL,MELS,31.33,733,122388.64
TX_101434,INV_02,2021-04-19,SELL,MELS,30.28,550,138873.63
TX_101435,INV_02,2021-04-20,SELL,LOFC,6.0,4800,167385.63
TX_101436,INV_02,2021-04-22,SELL,MELS,28.29,412,178926.3
TX_101437,INV_02,2021-04-23,SELL,NDB,63.76,27,180630.53
TX_101438,INV_02,2021-04-27,SELL,COMB,61.26,140,189121.45
TX_101439,INV_02,2021-04-29,SELL,MELS,27.74,309,197606.49
TX_101440,INV_02,2021-05-04,SELL,NDB,62.83,21,198912.82
TX_101441,INV_02,2021-05-05,BUY,NDB,63.42,470,168806.52
TX_101442,INV_02,2021-05-06,SELL,JKH,131.43,88,180256.63
TX_101443,INV_02,2021-05-07,BUY,HAYL,62.59,431,153010.62
TX_101444,INV_02,2021-05-10,SELL,LIOC,15.14,1825,180363.69
TX_101445,INV_02,2021-05-11,BUY,AEL,19.0,1424,153040.74
TX_101446,INV_02,2021-05-12,BUY,HHL,74.3,308,129926.3
TX_101447,INV_02,2021-05-17,BUY,COMB,64.74,301,110245.15
TX_101448,INV_02,2021-05-18,SELL,HAYL,62.83,421,136430.31
TX_101449,INV_02,2021-05-19,SELL,HNB,107.23,313,169657.23
TX_101450,INV_02,2021-05-20,SELL,DIAL,8.81,2655,192809.57
TX_101451,INV_02,2021-05-21,SELL,HAYL,59.52,316,211430.84
TX_101452,INV_02,2021-05-24,SELL,DFCC,47.95,502,235259.07
TX_101453,INV_02,2021-05-25,BUY,COMB,65.36,539,199679.63
TX_101454,INV_02,2021-05-28,BUY,DIAL,8.88,3373,169435.64
TX_101455,INV_02,2021-06-01,BUY,MELS,29.16,871,143782.38
TX_101456,INV_02,2021-06-02,SELL,LFIN,43.95,697,174110.45
TX_101457,INV_02,2021-06-04,BUY,LIOC,15.63,1670,147746.68
TX_101458,INV_02,2021-06-07,SELL,COMB,70.69,315,169790.42
TX_101459,INV_02,2021-06-08,SELL,DFCC,52.66,377,189443.42
TX_101460,INV_02,2021-06-10,BUY,HNB,113.45,250,160797.11
TX_101461,INV_02,2021-06-15,BUY,NDB,67.95,354,136501.6
TX_101462,INV_02,2021-06-17,BUY,NTB,49.54,413,115835.8
TX_101463,INV_02,2021-06-21,SELL,HAYL,61.96,237,130373.67
TX_101464,INV_02,2021-06-22,SELL,AEL,19.94,745,145080.29
TX_101465,INV_02,2021-06-25,SELL,HAYL,60.15,177,155620.78
TX_101466,INV_02,2021-06-29,SELL,HAYL,59.13,133,163406.45
TX_101467,INV_02,2021-06-30,SELL,COMB,67.98,236,179290.03
TX_101468,INV_02,2021-07-02,SELL,DIAL,9.11,2835,204850.18
TX_101469,INV_02,2021-07-05,SELL,DFCC,50.81,283,219084.5
TX_101470,INV_02,2021-07-07,SELL,DIAL,8.96,2126,237943.2
TX_101471,INV_02,2021-07-09,BUY,COMB,67.44,529,201909.41
TX_101472,INV_02,2021-07-12,SELL,HNB,110.34,297,234352.58
TX_101473,INV_02,2021-07-14,BUY,COMB,67.29,522,198877.08
TX_101474,INV_02,2021-07-15,BUY,CFIN,74.49,400,168782.38
TX_101475,INV_02,2021-07-16,SELL,COMB,67.44,440,198160.27
TX_101476,INV_02,2021-07-20,SELL,COMB,67.06,330,220067.5
TX_101477,INV_02,2021-07-22,BUY,AEL,19.94,1655,186737.09
TX_101478,INV_02,2021-07-23,BUY,HHL,75.6,370,158485.13
TX_101479,INV_02,2021-07-26,SELL,JKH,135.65,66,167348.27
TX_101480,INV_02,2021-07-27,SELL,JKH,134.67,49,173880.89
TX_101481,INV_02,2021-07-28,BUY,CFIN,73.18,356,147568.58
TX_101482,INV_02,2021-07-29,SELL,DFCC,50.39,212,158143.47
TX_101483,INV_02,2021-07-30,SELL,LIOC,17.1,1786,188384.69
TX_101484,INV_02,2021-08-02,BUY,LIOC,16.94,1668,159846.65
TX_101485,INV_02,2021-08-03,SELL,MELS,34.11,450,175041.17
TX_101486,INV_02,2021-08-05,SELL,HNB,106.19,223,198485.08
TX_101487,INV_02,2021-08-06,BUY,LOFC,6.8,4378,168416.97
TX_101488,INV_02,2021-08-09,SELL,LOFC,6.7,4694,199552.27
TX_101489,INV_02,2021-08-10,BUY,COMB,64.12,466,169373.33
TX_101490,INV_02,2021-08-11,BUY,HNB,108.47,234,143736.82
TX_101491,INV_02,2021-08-12,SELL,LIOC,16.2,1757,171921.2
TX_101492,INV_02,2021-08-13,BUY,DFCC,48.87,527,145908.46
TX_101493,INV_02,2021-08-18,SELL,NDB,64.43,221,160004.76
TX_101494,INV_02,2021-08-19,SELL,JKH,130.5,37,164784.81
TX_101495,INV_02,2021-08-20,SELL,HNB,109.72,226,189332.98
TX_101496,INV_02,2021-08-24,BUY,DFCC,50.47,562,160685.47
TX_101497,INV_02,2021-08-25,SELL,DIAL,8.3,1595,173790.19
TX_101498,INV_02,2021-08-27,SELL,CFIN,68.17,534,209831.47
TX_101499,INV_02,2021-08-30,SELL,LIOC,16.86,1317,231811.31
TX_101500,INV_02,2021-09-01,SELL,DIAL,8.08,1196,241376.92
TX_101501,INV_02,2021-09-03,BUY,LOFC,10.2,3549,204815.12
TX_101502,INV_02,2021-09-07,SELL,LFIN,44.57,523,227890.35
TX_101503,INV_02,2021-09-08,SELL,LFIN,43.35,392,244713.04
TX_101504,INV_02,2021-09-09,BUY,COMB,64.97,564,207703.39
TX_101505,INV_02,2021-09-10,SELL,COMB,65.28,505,240339.76
TX_101506,INV_02,2021-09-13,SELL,CFIN,65.71,400,266362.34
TX_101507,INV_02,2021-09-14,SELL,LFIN,44.78,294,279396.45
TX_101508,INV_02,2021-09-15,BUY,LOFC,8.6,4873,237069.57
TX_101509,INV_02,2021-09-16,SELL,LIOC,16.45,988,253158.4
TX_101510,INV_02,2021-09-17,SELL,JKH,127.55,28,256694.14
TX_101511,INV_02,2021-09-20,SELL,NTB,46.0,439,276687.97
TX_101512,INV_02,2021-09-21,SELL,LIOC,16.69,741,288934.69
TX_101513,INV_02,2021-09-27,BUY,HAYL,83.74,517,245207.39
TX_101514,INV_02,2021-09-28,SELL,MELS,38.1,337,257918.68
TX_101515,INV_02,2021-09-29,SELL,HAYL,84.53,229,277081.98
TX_101516,INV_02,2021-10-04,BUY,DIAL,7.93,5239,235111.21
TX_101517,INV_02,2021-10-05,SELL,AEL,19.98,973,254358.13
TX_101518,INV_02,2021-10-06,BUY,LIOC,18.33,2081,215830.01
TX_101519,INV_02,2021-10-07,BUY,JKH,150.36,215,183178.45
TX_101520,INV_02,2021-10-11,BUY,NDB,64.51,425,155486.54
TX_101521,INV_02,2021-10-12,BUY,HHL,69.41,336,131931.55
TX_101522,INV_02,2021-10-13,SELL,DFCC,54.68,431,155260.97
TX_101523,INV_02,2021-10-14,BUY,LFIN,46.64,499,131752.64
TX_101524,INV_02,2021-10-15,BUY,COMB,66.44,297,111823.21
TX_101525,INV_02,2021-10-18,BUY,DFCC,53.75,312,94885.5
TX_101526,INV_02,2021-10-19,SELL,DFCC,53.75,401,116223.73
TX_101527,INV_02,2021-10-21,BUY,CFIN,69.41,251,98628.77
TX_101528,INV_02,2021-10-22,SELL,LFIN,46.79,345,114609.12
TX_101529,INV_02,2021-10-28,BUY,HNB,131.08,131,97265.9
TX_101530,INV_02,2021-10-29,SELL,MELS,37.71,253,106710.42
TX_101531,INV_02,2021-11-01,SELL,MELS,37.31,190,113729.26
TX_101532,INV_02,2021-11-02,BUY,MELS,37.84,450,96531.84
TX_101533,INV_02,2021-11-03,BUY,CFIN,76.21,189,81983.23
TX_101534,INV_02,2021-11-05,BUY,AEL,22.17,554,69577.28
TX_101535,INV_02,2021-11-08,BUY,DIAL,8.08,1291,59043.27
TX_101536,INV_02,2021-11-09,SELL,HNB,140.21,202,87081.67
TX_101537,INV_02,2021-11-10,BUY,AEL,21.82,598,73902.12
TX_101538,INV_02,2021-11-11,BUY,AEL,21.91,505,62727.54
TX_101539,INV_02,2021-11-12,BUY,CFIN,71.95,130,53280.69
TX_101540,INV_02,2021-11-15,BUY,LOFC,30.2,264,45228.16
TX_101541,INV_02,2021-11-19,SELL,DFCC,51.31,301,60518.23
TX_101542,INV_02,2021-11-22,BUY,DIAL,8.08,1123,51355.03
TX_101543,INV_02,2021-11-23,SELL,HAYL,75.72,172,64248.84
TX_101544,INV_02,2021-11-24,SELL,HHL,66.83,399,90648.24
TX_101545,INV_02,2021-11-29,SELL,DIAL,8.23,2810,113531.24
TX_101546,INV_02,2021-11-30,BUY,HHL,64.56,263,96381.23
TX_101547,INV_02,2021-12-01,SELL,LOFC,26.5,5692,245710.85
TX_101548,INV_02,2021-12-02,SELL,LIOC,23.12,1076,270344.15
TX_101549,INV_02,2021-12-03,SELL,HNB,124.24,152,289039.15
TX_101550,INV_02,2021-12-06,BUY,CFIN,72.93,594,245283.68
TX_101551,INV_02,2021-12-07,BUY,CFIN,72.44,507,208188.9
TX_101552,INV_02,2021-12-08,SELL,LFIN,45.86,259,219946.91
TX_101553,INV_02,2021-12-10,BUY,DFCC,50.64,651,186652.08
TX_101554,INV_02,2021-12-13,SELL,NDB,59.14,272,202578.18
TX_101555,INV_02,2021-12-14,BUY,CFIN,78.83,385,171925.89
TX_101556,INV_02,2021-12-15,SELL,NDB,59.31,204,183904.36
TX_101557,INV_02,2021-12-16,SELL,CFIN,79.5,814,247966.52
TX_101558,INV_02,2021-12-17,BUY,HHL,64.75,574,210426.86
TX_101559,INV_02,2021-12-20,SELL,HHL,64.0,508,242611.9
TX_101560,INV_02,2021-12-21,BUY,HAYL,100.84,360,205945.15
TX_101561,INV_02,2021-12-22,BUY,HHL,63.71,484,174799.8
TX_101562,INV_02,2021-12-23,SELL,DIAL,8.01,2108,191506.31
TX_101563,INV_02,2021-12-24,BUY,LIOC,61.78,464,162554.55
TX_101564,INV_02,2021-12-27,SELL,HHL,64.28,502,194500.4
TX_101565,INV_02,2021-12-29,SELL,AEL,27.96,1144,226161.82
TX_101566,INV_02,2021-12-30,SELL,COMB,61.73,453,253843.9
TX_101567,INV_02,2022-01-03,BUY,HHL,63.33,601,215399.13
TX_101568,INV_02,2022-01-04,BUY,DFCC,49.29,655,182790.07
TX_101569,INV_02,2022-01-05,SELL,NTB,45.5,329,197609.4
TX_101570,INV_02,2022-01-07,BUY,NDB,58.89,503,167690.69
TX_101571,INV_02,2022-01-10,SELL,LFIN,50.23,194,177337.28
TX_101572,INV_02,2022-01-11,BUY,CFIN,80.66,329,150533.7
TX_101573,INV_02,2022-01-12,SELL,NDB,59.9,279,167078.21
TX_101574,INV_02,2022-01-14,SELL,LIOC,53.51,923,215971.66
TX_101575,INV_02,2022-01-18,BUY,DIAL,8.81,3675,183259.18
TX_101576,INV_02,2022-01-20,SELL,LFIN,61.76,146,192186.36
TX_101577,INV_02,2022-01-21,SELL,LIOC,57.47,692,231560.67
TX_101578,INV_02,2022-01-24,SELL,COMB,65.28,340,253533.67
TX_101579,INV_02,2022-01-25,SELL,LIOC,54.69,519,281633.4
TX_101580,INV_02,2022-01-26,SELL,MELS,41.62,255,292139.28
TX_101581,INV_02,2022-01-27,SELL,DFCC,51.31,552,320179.54
TX_101582,INV_02,2022-01-28,SELL,DIAL,7.93,2499,339803.14
TX_101583,INV_02,2022-02-01,BUY,LFIN,54.46,936,288323.51
TX_101584,INV_02,2022-02-02,SELL,CFIN,78.99,693,342519.55
TX_101585,INV_02,2022-02-03,BUY,LFIN,55.57,924,290658.52
TX_101586,INV_02,2022-02-04,SELL,DFCC,51.31,414,311688.72
TX_101587,INV_02,2022-02-07,SELL,LIOC,58.32,390,334205.3
TX_101588,INV_02,2022-02-08,SELL,HAYL,98.48,219,355557.77
TX_101589,INV_02,2022-02-09,SELL,LIOC,55.53,292,371611.23
TX_101590,INV_02,2022-02-10,BUY,NDB,56.96,978,315345.18
TX_101591,INV_02,2022-02-14,SELL,JKH,153.65,75,326753.89
TX_101592,INV_02,2022-02-15,BUY,LOFC,26.6,1842,277266.72
TX_101593,INV_02,2022-02-16,BUY,LIOC,54.86,758,235268.73
TX_101594,INV_02,2022-02-17,BUY,DIAL,8.59,4106,199633.49
TX_101595,INV_02,2022-02-18,SELL,AEL,25.68,858,221444.14
TX_101596,INV_02,2022-02-21,SELL,CFIN,75.83,520,260478.89
TX_101597,INV_02,2022-02-22,BUY,MELS,37.08,1053,221047.68
TX_101598,INV_02,2022-02-23,SELL,LOFC,20.3,4730,316106.49
TX_101599,INV_02,2022-02-24,SELL,HHL,58.32,527,346536.18
TX_101600,INV_02,2022-02-25,BUY,HNB,112.21,463,294065.15
TX_101601,INV_02,2022-03-01,BUY,NTB,45.58,967,249545.81
TX_101602,INV_02,2022-03-02,SELL,COMB,62.81,255,265401.47
TX_101603,INV_02,2022-03-03,SELL,COMB,62.81,191,277277.68
TX_101604,INV_02,2022-03-04,SELL,COMB,62.81,143,286169.29
TX_101605,INV_02,2022-03-07,SELL,HAYL,78.55,164,298922.97
TX_101606,INV_02,2022-03-08,SELL,DIAL,8.3,2901,322757.96
TX_101607,INV_02,2022-03-09,SELL,DFCC,46.32,311,337019.95
TX_101608,INV_02,2022-03-10,BUY,DIAL,8.23,6145,285967.73
TX_101609,INV_02,2022-03-11,SELL,NTB,46.28,489,308371.53
TX_101610,INV_02,2022-03-14,SELL,CFIN,69.24,390,335103.25
TX_101611,INV_02,2022-03-15,SELL,DFCC,45.08,233,345502.81
TX_101612,INV_02,2022-03-16,SELL,MELS,32.6,454,360157.31
TX_101613,INV_02,2022-03-17,SELL,DIAL,8.08,3712,389845.88
TX_101614,INV_02,2022-03-18,BUY,JKH,153.65,380,330873.99
TX_101615,INV_02,2022-03-21,SELL,HNB,110.34,229,355889.09
TX_101616,INV_02,2022-03-22,SELL,DFCC,46.68,175,363975.59
TX_101617,INV_02,2022-03-23,SELL,NDB,52.85,454,387730.21
TX_101618,INV_02,2022-03-24,SELL,COMB,59.49,107,394031.48
TX_101619,INV_02,2022-03-25,SELL,LFIN,48.28,574,421467.36
TX_101620,INV_02,2022-03-28,SELL,LFIN,48.35,431,442099.92
TX_101621,INV_02,2022-03-29,SELL,NDB,48.74,340,458506.06
TX_101622,INV_02,2022-03-30,BUY,LOFC,12.4,5546,389047.96
TX_101623,INV_02,2022-03-31,BUY,HAYL,62.89,927,330164.44
TX_101624,INV_02,2022-04-01,SELL,LOFC,10.4,4934,380964.9
TX_101625,INV_02,2022-04-04,SELL,DFCC,44.38,131,386720.14
TX_101626,INV_02,2022-04-05,BUY,NDB,52.92,1096,328144.54
TX_101627,INV_02,2022-04-06,SELL,COMB,52.28,81,332336.56
TX_101628,INV_02,2022-04-07,SELL,NDB,49.28,529,358144.43
TX_101629,INV_02,2022-04-08,SELL,MELS,27.77,341,367519.17
TX_101630,INV_02,2022-04-11,SELL,NDB,48.55,397,386601.38
TX_101631,INV_02,2022-04-12,SELL,JKH,137.7,151,407185.9
TX_101632,INV_02,2022-04-13,SELL,CFIN,51.05,292,421943.6
TX_101633,INV_02,2022-04-15,BUY,JKH,137.7,459,358108.05
TX_101634,INV_02,2022-04-19,SELL,HNB,85.17,172,372611.24
TX_101635,INV_02,2022-04-21,BUY,JKH,137.7,405,316285.75
TX_101636,INV_02,2022-04-25,SELL,JKH,127.88,329,357937.62
TX_101637,INV_02,2022-04-26,SELL,CFIN,42.96,219,367251.61
TX_101638,INV_02,2022-04-27,SELL,DFCC,38.28,98,370965.27
TX_101639,INV_02,2022-05-02,SELL,DIAL,6.61,2784,389183.26
TX_101640,INV_02,2022-05-03,BUY,NDB,42.91,1360,330235.93
TX_101641,INV_02,2022-05-05,SELL,LIOC,28.78,409,341888.92
TX_101642,INV_02,2022-05-06,SELL,HHL,37.72,395,356638.23
TX_101643,INV_02,2022-05-09,BUY,JKH,122.48,436,302702.8
TX_101644,INV_02,2022-05-11,SELL,CFIN,50.05,164,310828.85
TX_101645,INV_02,2022-05-12,BUY,DFCC,36.33,1283,263748.11
TX_101646,INV_02,2022-05-13,BUY,AEL,10.87,3640,223797.55
TX_101647,INV_02,2022-05-17,BUY,LIOC,35.45,947,189893.99
TX_101648,INV_02,2022-05-18,SELL,HNB,74.1,129,199357.56
TX_101649,INV_02,2022-05-19,SELL,LOFC,9.1,3700,232690.86
TX_101650,INV_02,2022-05-20,BUY,AEL,11.22,3111,197444.85
TX_101651,INV_02,2022-05-25,SELL,DFCC,35.71,395,211410.7
TX_101652,INV_02,2022-05-26,BUY,LIOC,53.34,594,179410.74
TX_101653,INV_02,2022-05-27,SELL,COMB,45.17,60,182094.12
TX_101654,INV_02,2022-05-30,SELL,DFCC,36.07,296,192663.28
TX_101655,INV_02,2022-05-31,SELL,NDB,33.37,638,213739.07
TX_101656,INV_02,2022-06-01,SELL,HAYL,54.47,355,232881.81
TX_101657,INV_02,2022-06-03,SELL,LOFC,8.5,2775,256233.44
TX_101658,INV_02,2022-06-06,SELL,LIOC,50.64,692,290924.46
TX_101659,INV_02,2022-06-07,SELL,NDB,32.0,478,306069.4
TX_101660,INV_02,2022-06-09,BUY,MELS,29.96,1532,259717.6
TX_101661,INV_02,2022-06-13,SELL,LFIN,35.19,323,270969.5
TX_101662,INV_02,2022-06-14,SELL,HHL,42.54,297,283477.01
TX_101663,INV_02,2022-06-15,SELL,LFIN,34.89,242,291835.94
TX_101664,INV_02,2022-06-16,SELL,HNB,68.75,97,298437.54
TX_101665,INV_02,2022-06-17,SELL,DIAL,7.12,2088,313163.74
TX_101666,INV_02,2022-06-20,SELL,COMB,43.04,45,315080.99
TX_101667,INV_02,2022-06-22,BUY,JKH,121.55,388,267448.99
TX_101668,INV_02,2022-06-23,SELL,NDB,31.73,359,278726.6
TX_101669,INV_02,2022-06-24,BUY,CFIN,50.05,835,236517.3
TX_101670,INV_02,2022-06-27,SELL,AEL,8.94,2331,257140.22
TX_101671,INV_02,2022-06-28,BUY,CFIN,48.38,797,218194.76
TX_101672,INV_02,2022-07-01,SELL,CFIN,50.11,531,244536.64
TX_101673,INV_02,2022-07-05,SELL,NDB,30.82,269,252744.86
TX_101674,INV_02,2022-07-06,SELL,CFIN,48.64,399,271958.32
TX_101675,INV_02,2022-07-07,SELL,LFIN,29.88,182,277341.86
TX_101676,INV_02,2022-07-08,BUY,JKH,120.07,346,235380.77
TX_101677,INV_02,2022-07-11,SELL,CFIN,49.85,299,250136.86
TX_101678,INV_02,2022-07-14,SELL,NDB,31.55,202,256446.11
TX_101679,INV_02,2022-07-15,BUY,JKH,119.83,321,217596.5
TX_101680,INV_02,2022-07-18,SELL,LOFC,7.6,2082,233261.47
TX_101681,INV_02,2022-07-25,SELL,NDB,32.28,151,238086.52
TX_101682,INV_02,2022-07-26,BUY,JKH,117.62,303,202091.71
TX_101683,INV_02,2022-07-27,SELL,CFIN,52.01,224,213625.41
TX_101684,INV_02,2022-07-28,BUY,HHL,42.73,749,181297.53
TX_101685,INV_02,2022-08-01,BUY,HHL,43.02,632,153836.87
TX_101686,INV_02,2022-08-04,BUY,HNB,77.23,298,130593.17
TX_101687,INV_02,2022-08-05,BUY,LFIN,33.55,583,110840.72
TX_101688,INV_02,2022-08-08,BUY,CFIN,55.38,300,94060.81
TX_101689,INV_02,2022-08-10,BUY,HHL,50.17,281,79820.83
TX_101690,INV_02,2022-08-11,BUY,AEL,11.82,1012,67736.93
TX_101691,INV_02,2022-08-12,BUY,LFIN,33.23,305,57499.45
TX_101692,INV_02,2022-08-15,SELL,HNB,76.07,147,68569.35
TX_101693,INV_02,2022-08-16,BUY,DIAL,7.12,1445,58183.33
TX_101694,INV_02,2022-08-17,SELL,MELS,37.9,638,82122.21
TX_101695,INV_02,2022-08-18,BUY,LIOC,162.04,76,69683.92
TX_101696,INV_02,2022-08-19,SELL,NDB,30.64,114,73141.97
TX_101697,INV_02,2022-08-22,SELL,DIAL,7.12,1927,86718.13
TX_101698,INV_02,2022-08-23,SELL,AEL,11.73,2001,109953.75
TX_101699,INV_02,2022-08-24,BUY,HHL,49.13,335,93332.28
TX_101700,INV_02,2022-08-25,SELL,DFCC,29.97,222,99918.58
TX_101701,INV_02,2022-08-26,SELL,CFIN,55.55,243,113282.74
TX_101702,INV_02,2022-08-29,SELL,CFIN,55.38,182,123260.97
TX_101703,INV_02,2022-08-31,BUY,CFIN,55.72,331,104631.6
TX_101704,INV_02,2022-09-01,BUY,LIOC,165.92,94,88879.16
TX_101705,INV_02,2022-09-06,BUY,LFIN,33.94,392,75443.49
TX_101706,INV_02,2022-09-08,BUY,HNB,70.8,159,64073.94
TX_101707,INV_02,2022-09-09,BUY,LIOC,202.34,47,54469.04
TX_101708,INV_02,2022-09-13,BUY,LIOC,224.53,36,46305.11
TX_101709,INV_02,2022-09-15,SELL,MELS,42.27,479,66351.83
TX_101710,INV_02,2022-09-16,SELL,COMB,49.02,34,68002.01
TX_101711,INV_02,2022-09-19,SELL,MELS,41.55,359,82767.55
TX_101712,INV_02,2022-09-20,BUY,HHL,59.9,207,70243.42
TX_101713,INV_02,2022-09-21,BUY,DFCC,32.71,322,59606.1
TX_101714,INV_02,2022-09-22,BUY,AEL,10.98,813,50586.33
TX_101715,INV_02,2022-09-23,SELL,COMB,46.2,26,51775.56
TX_101716,INV_02,2022-09-26,SELL,MELS,38.85,269,62121.24
TX_101717,INV_02,2022-09-28,SELL,AEL,10.89,1704,80494.75
TX_101718,INV_02,2022-10-03,SELL,AEL,10.8,1278,94157.1
TX_101719,INV_02,2022-10-04,SELL,LIOC,205.35,582,212475.58
TX_101720,INV_02,2022-10-05,SELL,DFCC,31.65,247,220214.29
TX_101721,INV_02,2022-10-06,SELL,CFIN,58.4,220,232934.48
TX_101722,INV_02,2022-10-07,SELL,MELS,36.52,202,240236.94
TX_101723,INV_02,2022-10-11,SELL,LFIN,31.28,456,254359.29
TX_101724,INV_02,2022-10-12,SELL,JKH,126.21,695,341200.04
TX_101725,INV_02,2022-10-13,BUY,NTB,43.86,1166,289546.13
TX_101726,INV_02,2022-10-14,BUY,HAYL,69.43,625,245715.73
TX_101727,INV_02,2022-10-17,SELL,NDB,34.1,85,248584.84
TX_101728,INV_02,2022-10-18,SELL,AEL,10.15,959,258218.28
TX_101729,INV_02,2022-10-20,SELL,HNB,69.46,150,268533.01
TX_101730,INV_02,2022-10-21,SELL,MELS,33.02,152,273501.47
TX_101731,INV_02,2022-10-24,BUY,HHL,50.75,808,232088.12
TX_101732,INV_02,2022-10-25,SELL,NTB,41.62,658,259202.6
TX_101733,INV_02,2022-10-27,BUY,LFIN,31.59,1230,219952.19
TX_101734,INV_02,2022-10-28,SELL,DIAL,6.87,1446,229780.04
TX_101735,INV_02,2022-10-31,SELL,COMB,42.95,19,230587.94
TX_101736,INV_02,2022-11-01,SELL,HNB,68.75,113,238278.46
TX_101737,INV_02,2022-11-02,SELL,LIOC,153.2,436,304404.63
TX_101738,INV_02,2022-11-03,SELL,DFCC,30.5,185,309990.36
TX_101739,INV_02,2022-11-04,BUY,DFCC,30.5,1524,263046.49
TX_101740,INV_02,2022-11-07,BUY,DFCC,30.5,1293,223218.13
TX_101741,INV_02,2022-11-08,SELL,NDB,31.91,64,225240.15
TX_101742,INV_02,2022-11-11,SELL,HNB,66.07,84,230734.26
TX_101743,INV_02,2022-11-14,SELL,NDB,31.09,48,232211.89
TX_101744,INV_02,2022-11-15,BUY,JKH,138.98,250,197119.07
TX_101745,INV_02,2022-11-16,SELL,AEL,9.31,719,203745.28
TX_101746,INV_02,2022-11-17,SELL,LFIN,30.11,650,223122.81
TX_101747,INV_02,2022-11-18,SELL,HAYL,52.83,422,245195.06
TX_101748,INV_02,2022-11-21,SELL,NTB,40.55,494,265026.19
TX_101749,INV_02,2022-11-22,BUY,DFCC,28.11,1414,224879.35
TX_101750,INV_02,2022-11-24,SELL,LFIN,30.42,487,239548.04
TX_101751,INV_02,2022-11-25,BUY,HNB,67.85,529,203295.18
TX_101752,INV_02,2022-11-28,BUY,MELS,35.14,867,172520.41
TX_101753,INV_02,2022-12-01,SELL,DIAL,7.54,1084,180606.68
TX_101754,INV_02,2022-12-02,BUY,LOFC,7.9,3429,153246.69
TX_101755,INV_02,2022-12-05,SELL,MELS,36.76,330,165255.92
TX_101756,INV_02,2022-12-06,BUY,LIOC,181.45,136,140332.4
TX_101757,INV_02,2022-12-07,SELL,LFIN,31.36,365,151664.66
TX_101758,INV_02,2022-12-08,BUY,JKH,146.7,155,128699.25
TX_101759,INV_02,2022-12-09,SELL,CFIN,55.47,165,137759.57
TX_101760,INV_02,2022-12-12,BUY,COMB,43.46,475,116907.88
TX_101761,INV_02,2022-12-13,SELL,COMB,44.49,133,122765.93
TX_101762,INV_02,2022-12-15,SELL,DFCC,29.44,1197,157649.99
TX_101763,INV_02,2022-12-16,SELL,HAYL,57.74,317,175770.29
TX_101764,INV_02,2022-12-19,SELL,NTB,42.25,370,191246.55
TX_101765,INV_02,2022-12-20,SELL,JKH,137.11,623,275814.19
TX_101766,INV_02,2022-12-21,SELL,CFIN,56.13,123,282649.49
TX_101767,INV_02,2022-12-22,SELL,CFIN,56.67,93,287867.26
TX_101768,INV_02,2022-12-23,SELL,DIAL,7.2,813,293662.42
TX_101769,INV_02,2022-12-27,BUY,MELS,35.76,1231,249202.3
TX_101770,INV_02,2022-12-29,SELL,HHL,53.78,975,301118.03
TX_101771,INV_02,2022-12-30,SELL,DIAL,7.12,610,305415.62
TX_101772,INV_02,2023-01-02,BUY,LIOC,176.88,258,259323.36
TX_101773,INV_02,2023-01-03,BUY,MELS,36.68,1060,220051.28
TX_101774,INV_02,2023-01-04,SELL,DIAL,7.12,457,223270.95
TX_101775,INV_02,2023-01-05,BUY,DFCC,27.4,1222,189448.3
TX_101776,INV_02,2023-01-06,BUY,HHL,55.31,513,160788.83
TX_101777,INV_02,2023-01-09,SELL,LIOC,166.89,426,231171.97
TX_101778,INV_02,2023-01-10,SELL,MELS,35.37,821,259924.39
TX_101779,INV_02,2023-01-11,SELL,HAYL,53.24,238,272469.07
TX_101780,INV_02,2023-01-12,SELL,NTB,41.18,278,283801.55
TX_101781,INV_02,2023-01-16,BUY,LOFC,7.0,6081,240808.88
