date,action,wealth_change,market_gap,true_lambda
2021-06-23,SELL,2345.5521273599006,-0.0708575491515484,2.200952875091969
2021-06-24,BUY,0.0,0.0,2.203659470036345
2021-06-25,BUY,3770.1584663402755,0.12966021920215454,2.206394457137345
2021-06-28,SELL,-6569.147345067235,0.3626238055290387,2.2147714274662205
2021-06-29,SELL,-8726.953499315307,-0.4490409826685915,2.217621633411627
2021-06-30,SELL,-11469.599400044419,-0.23262042776722724,2.2205010506089704
2021-07-01,BUY,-2263.104516983498,-0.22518523982912875,2.2234098391228336
2021-07-02,HOLD,698.022495747311,0.4380935446110623,2.2263481576679145
2021-07-05,SELL,-6111.8561906814575,-0.10167812304544555,2.2353418594890035
2021-07-06,BUY,5816.27313756966,-1.2086611082874898,2.2383998568052945
2021-07-07,BUY,-7016.027013302548,0.7449770909871978,2.2414881559711146
2021-07-08,HOLD,2621.6668181419373,0.4484267465049152,2.244606906693801
2021-07-09,HOLD,6961.933047295082,0.21377669349003092,2.2477562570255722
2021-07-12,BUY,550.5602440831717,0.24866426199856573,2.2573893604313247
2021-07-13,BUY,4654.13237285614,0.10804033794384882,2.26066255505124
2021-07-14,HOLD,8561.866041660309,-0.363000277529002,2.263967063143268
2021-07-15,SELL,1913.8027915952262,0.4819715606725117,2.26730302188293
2021-07-16,HOLD,-4477.01232576347,0.32465288908489764,2.2706705664732256
2021-07-19,SELL,8357.47223186493,1.0320023741078987,2.2809640368188244
2021-07-20,HOLD,-3640.846912384499,0.7179961546544433,2.284459235770791
2021-07-21,HOLD,0.0,0.0,2.2879866653776784
2021-07-22,SELL,-2305.6073207838926,0.09519898865452125,2.2915464480312275
2021-07-23,BUY,0.0,0.0,2.295138703823752
2021-07-26,SELL,-9939.7741565709,-0.2451042264624781,2.3061114754727163
2021-07-27,BUY,-1684.1968193056528,-0.24873724624040472,2.309834777097659
2021-07-28,SELL,347.8901410102844,0.06262189968229137,2.3135911161720797
2021-07-29,BUY,7069.106254577637,0.09962896404043242,2.3173805979944344
2021-07-30,BUY,-3603.3301491737366,-0.014136153272314989,2.3212033252304076
2021-08-02,SELL,-4753.609193801181,0.7183886267288608,2.33287196557792
2021-08-03,BUY,-233.94189882348292,1.280908662155944,2.3368286467903916
2021-08-04,BUY,-1032.6900115013123,0.04606096699704132,2.340819045573383
2021-08-05,SELL,-12146.448904037476,-1.3378956070151937,2.3448432477875056
2021-08-06,BUY,5419.851449012989,0.16040718196550507,2.3489013363242237
2021-08-09,SELL,-10499.250834465027,0.30461943153227145,2.361279703237788
2021-08-10,SELL,-5579.954708577367,0.236422675796788,2.365474104914228
2021-08-11,BUY,2652.703738213051,0.07437420596778654,2.3697027611515447
2021-08-12,SELL,-12983.550819396973,-0.6396272802448921,2.373965736017846
2021-08-13,BUY,6847.426626205444,-0.5100060049408439,2.378263090276451
2021-08-16,HOLD,289.74607849214226,-0.4788319551405018,2.3913619864674973
2021-08-17,BUY,18989.16067981627,0.14091976179202437,2.3957973981672294
2021-08-18,HOLD,29300.056763649452,-0.9196494365384167,2.4002674418402306
2021-08-19,SELL,-72.39271354721859,-0.8515582291385382,2.4047721574246257
2021-08-20,BUY,-10039.295389175182,0.9534254580532364,2.409311581222915
2021-08-23,SELL,21261.008158684243,1.4408796692706671,2.4231384094141912
2021-08-24,BUY,31219.148072241805,-1.5946072074723983,2.427816954753178
2021-08-25,HOLD,-478.0789165501483,0.28892562901872143,2.432530333659775
2021-08-26,HOLD,37312.17829323001,1.6126320004555605,2.4372785596511695
2021-08-27,BUY,6109.184145926498,0.08623900761213221,2.4420616422872423
2021-08-30,SELL,-22664.63170814514,0.6557875530260326,2.456620065360945
2021-08-31,HOLD,-4139.749105453957,1.953531234978867,2.4615425894615797
2021-09-01,HOLD,13662.702518464532,0.860973873256432,2.466499957084187
2021-09-02,HOLD,23929.510690687224,0.2934411368969547,2.471492153111727
2021-09-03,SELL,-1297.4571285243146,-0.07863033285152587,2.4765191581618904
2021-09-06,SELL,2664.938056945801,-1.41019314041112,2.4918087687541353
2021-09-07,SELL,-33445.37601852347,1.4149864693519976,2.496974729283626
2021-09-08,SELL,-36943.68902540207,-0.18356714357155024,2.5021753364681447
2021-09-09,BUY,34590.048911572434,-0.8106732346785606,2.507410544453352
2021-09-10,SELL,-13768.876200200059,-0.14895420270442106,2.512680302830147
2021-09-13,HOLD,-10868.12009429955,-3.1016676175535163,2.5286963070701907
2021-09-14,SELL,-3655.6339225752745,1.9153207863881971,2.5341036704526867
2021-09-15,SELL,11041.471560001373,1.4699327982555355,2.5395452624924952
2021-09-16,HOLD,-1070.718921661377,-0.5854131827575548,2.5450210046387225
2021-09-17,SELL,-17381.19323968934,0.799447809685172,2.550530813519547
2021-09-20,BUY,0.0,0.0,2.567263733789142
2021-09-21,SELL,-7307.613584995503,-0.18769004251945054,2.5729088782299407
2021-09-22,SELL,-104.11277151061222,0.5197407916213925,2.5785875989991234
2021-09-23,HOLD,8464.434129238129,0.24197972796105027,2.5842997830679675
2021-09-24,BUY,6537.256492614048,0.5244663707297814,2.590045312348886
2021-09-27,HOLD,23549.408747195965,0.19983067789623998,2.607480714050644
2021-09-28,SELL,-3211.426775454078,1.0643536696293698,2.613358341042203
2021-09-29,SELL,3088.0692939751316,1.5067825970338289,2.6192686458502896
2021-09-30,BUY,8846.04831552459,0.19628326589011813,2.6252114793993107
2021-10-01,SELL,-1799.2312812809832,0.27107411988328556,2.6311866873499663
2021-10-04,BUY,9060.860602379544,-0.6728023007141148,2.6493049347166995
2021-10-05,SELL,-1105.013254166115,0.06974661774411528,2.6554079907034485
2021-10-06,BUY,4657.596893310314,1.4180375907823395,2.6615425695476294
2021-10-07,HOLD,29748.466257572174,-1.780416565960996,2.6677084848037587
2021-10-08,BUY,2429.3813800802454,-0.3547910159623857,2.6739055445956503
2021-10-11,SELL,4400.795080185402,-1.5171326566550292,2.692681590539275
2021-10-12,HOLD,-1510.3383159628138,0.09198227232669609,2.699001200399513
2021-10-13,BUY,-9494.436528205173,-1.0499343077256529,2.705350913267719
2021-10-14,SELL,4999.5246009822,0.7744888198246702,2.7117305042842768
2021-10-15,SELL,-5531.848294257885,0.3959000287585779,2.718139743034292
2021-10-18,HOLD,8550.614095687168,-0.4431166290099986,2.7375429579180377
2021-10-19,BUY,0.0,0.0,2.7440683718749046
2021-10-20,HOLD,0.0,0.0,2.750622197702799
2021-10-21,SELL,-1176.8587493880186,0.6287249376971671,2.7572041713936657
2021-10-22,SELL,431.3389196379576,0.8923110072407869,2.763814023306291
2021-10-25,SELL,-5374.088770866627,1.4795232285337856,2.7838080673238275
2021-10-26,HOLD,9211.543245316949,-0.2728025959696456,2.790526622822363
2021-10-27,BUY,20884.78965759091,-0.47567399531838195,2.797271623628168
2021-10-28,SELL,7513.930215836968,-0.8478856116061584,2.8040427661893097
2021-10-29,HOLD,-830.5915527348407,0.6284467969345564,2.81083974129343
2021-11-01,SELL,-12330.359552383423,0.07845137732508389,2.831382484850854
2021-11-02,SELL,105.12051010108553,-0.27382843155669967,2.838279584833835
2021-11-03,BUY,10446.819482803112,-1.0889809788243165,2.845200886446378
2021-11-04,HOLD,0.0,0.0,2.8521460465622166
2021-11-05,HOLD,-2904.4327774043195,-0.3746621317390675,2.8591147164214785
2021-11-08,BUY,21597.50788688613,-1.1637154847795594,2.8801582125420238
2021-11-09,SELL,-11544.718255996704,-0.4309520763257413,2.8872173214235435
2021-11-10,BUY,14622.07320976397,-0.2690848804623114,2.894298112080987
2021-11-11,HOLD,11471.406360625057,-1.013129230678289,2.9014002021710033
2021-11-12,BUY,19018.068698882824,-1.6075664716293958,2.908523203800462
2021-11-15,SELL,-7604.209995269775,0.04593672465871279,2.930013716108291
2021-11-16,BUY,17268.960283279885,-0.9790313497573866,2.937216374581337
2021-11-17,BUY,8989.513013839722,0.645355647788759,2.9444379225113075
2021-11-18,BUY,0.0,0.0,2.9516779391014545
2021-11-19,SELL,-40614.38844490005,3.406056249677736,2.9589359981484162
2021-11-22,BUY,18345.96398735093,-0.6636630699389467,2.9808140874395903
2021-11-23,SELL,-14802.547973633744,2.3750683096575465,2.9881399470632766
2021-11-24,SELL,-13949.245971680153,1.0837196572055507,2.9954816379606326
2021-11-25,BUY,19039.195273399586,-0.9284962075694292,3.0028387020658807
2021-11-26,BUY,7141.058867454529,0.9602520110193025,3.010210676110777
2021-11-29,HOLD,1637.2308120729867,0.0689615741563232,3.0324113478909926
2021-11-30,BUY,13832.974311828148,0.2369944913186206,3.039838226186335
2021-12-01,SELL,-8209.381567000877,1.3375236132214807,3.047277621284469
2021-12-02,SELL,6935.456512450473,-0.300676210545614,3.0547290394649043
2021-12-03,HOLD,703.6276149759069,-0.7725660326140193,3.0621919820706904
2021-12-06,HOLD,8404.476148604648,1.021441666270273,3.0846448967370224
2021-12-07,BUY,17904.065616609063,-0.7990747915169072,3.0921488532794186
2021-12-08,BUY,10205.856884001754,-0.8140823333916636,3.0996617684671035
2021-12-09,HOLD,3479.258762360085,0.42132401174992395,3.1071831149729827
2021-12-10,BUY,6035.687976837158,1.8169968423336513,3.1147123608614677
2021-12-13,HOLD,6534.393249510322,2.4704846599229446,3.1373421074373438
2021-12-14,BUY,41202.46487045381,-1.4534095376010026,3.1448975411722557
2021-12-15,SELL,-493.658557892777,-0.33299059219525917,3.1524581473435997
2021-12-16,SELL,-3872.3291244520806,-0.2361614027454273,3.1600233674976987
2021-12-17,BUY,27060.43136024638,-0.7942627326205765,3.167592638961538
2021-12-20,BUY,-5307.061019896762,-1.1457351525293147,3.1903190724704507
2021-12-21,BUY,-1506.1981887824368,-0.32463970333772574,3.197898840199528
2021-12-22,BUY,91773.80523300078,-4.825698444047077,3.2054797847432166
2021-12-23,BUY,15147.559934615623,-0.2143216507439316,3.213061319425267
2021-12-24,BUY,21796.46434021066,-1.2213319275075518,3.2206428537988234
2021-12-27,SELL,3282.6381111163646,-1.0521141385600896,3.2433814954943863
2021-12-28,SELL,-4631.275936127873,-0.07397461214059264,3.2509570511865564
2021-12-29,HOLD,2942.5776672370266,-0.2022543928848597,3.2585296002262036
2021-12-30,SELL,-12553.161962511018,0.9517358060020187,3.266098531028426
2021-12-31,SELL,10121.31695938157,-0.05752269085139705,3.2736632287434864
2022-01-03,BUY,26265.364372251788,1.0272054269546027,3.2963257275144744
2022-01-04,SELL,2155.0110507034697,-0.12713320789365934,3.303867281794691
2022-01-05,HOLD,-917.8270792961121,0.8302119185847778,3.3114014824894435
2022-01-06,BUY,9981.785792350536,1.7667396034008354,3.318927696808651
2022-01-07,BUY,40038.65072679473,-1.5672095846146483,3.3264452892567906
2022-01-10,SELL,-147.93561506271362,0.8921775890638584,3.348939941609966
2022-01-11,SELL,-11499.359907150501,0.42700485931947973,3.3564166404723412
2022-01-12,SELL,-314.8358392706141,-0.5427470286256009,3.3638815023806963
2022-01-13,SELL,-3532.959727287991,-0.4182206315168302,3.371333877406224
2022-01-14,BUY,0.0,0.0,3.3787731135233994
2022-01-17,HOLD,0.0,0.0,3.4010054386296167
2022-01-18,BUY,54851.68049812224,-1.7451075737748623,3.408385560116677
2022-01-19,SELL,-169.37900733877905,1.3996363679238177,3.415749254322078
2022-01-20,HOLD,224.2560958871618,0.1106278654906534,3.4230958585750733
2022-01-21,HOLD,-7372.525412559975,-0.0006690309134471661,3.430424708761107
2022-01-24,BUY,-5058.02011585352,0.28897678195574095,3.452298074147382
2022-01-25,SELL,-31870.233162879245,2.2788744169450648,3.4595492414386033
2022-01-26,SELL,-9390.114047052106,-1.4500144507972212,3.466779315838157
2022-01-27,HOLD,-13266.498357770732,-0.4806164580031913,3.473987626622022
2022-01-28,SELL,-14222.531013012165,-0.8998480826968192,3.4811735023135038
2022-01-31,BUY,11319.409120083787,-1.128095611448665,3.5025897949119162
2022-02-01,SELL,2326.624324797187,0.2526309673980931,3.5096792039780147
2022-02-02,SELL,-24383.574377058772,0.21401267717665595,3.5167428128511578
2022-02-03,BUY,21078.83953475766,-4.084852362438484,3.5237799476906746
2022-02-04,HOLD,0.0,0.0,3.5307899346259024
2022-02-07,SELL,-12881.630371092586,3.420733609441784,3.551650271065942
2022-02-08,SELL,-33632.95359611511,0.6751963694664131,3.5585449307761436
2022-02-09,SELL,-40294.681856154,-0.18423460934049452,3.5654090764837365
2022-02-10,BUY,9362.654159546364,-3.290299878027092,3.57224203636712
2022-02-11,HOLD,17601.288867948344,0.45405052580587135,3.579043139321576
2022-02-14,BUY,5668.531052590115,2.2009727883399943,3.5992486085920703
2022-02-15,SELL,1299.4278097157367,0.2989803187419149,3.6059155909151013
2022-02-16,SELL,0.0,0.0,3.612547375336656
2022-02-17,BUY,1659.8356599817052,-0.5281258938624078,3.619143297335774
2022-02-18,SELL,-25073.507030487526,1.689428243453539,3.6257026938715127
2022-02-21,SELL,-49731.74803829193,1.0614959798713408,3.645155124797329
2022-02-22,BUY,-1295.0401391980704,-4.938309250007511,3.651561822518343
2022-02-23,SELL,-38686.60918617342,2.5560226638937977,3.6579287056209453
2022-02-24,SELL,-59958.27160835243,0.1997553330427726,3.6642551222552875
2022-02-25,BUY,38776.74419403216,-8.079236710612559,3.670540422822544
2022-02-28,BUY,40397.42731857323,1.7402078027863865,3.689143168214442
2022-03-01,HOLD,0.0,0.0,3.695257557404272
2022-03-02,SELL,-3927.5664339091163,5.448788059671649,3.7013276201559693
2022-03-03,SELL,-29148.113057135837,-0.0696174545916528,3.7073527226902954
2022-03-04,BUY,482.68779373168945,-2.4988567311043375,3.713332234249167
2022-03-07,SELL,-32089.04909133818,3.5500468827913134,3.7309909631059153
2022-03-08,SELL,-45441.66211700486,0.2906447238329668,3.7367818674302455
2022-03-09,SELL,-27894.989577292698,-1.5009879937590842,3.742524076127479
2022-03-10,BUY,63924.02802371816,-8.649451457257229,3.748216978855554
2022-03-11,SELL,-10392.22937679151,9.219483247227977,3.753859969053856
2022-03-14,HOLD,-18671.53271865775,-0.7675445643484102,3.7704834578356685
2022-03-15,SELL,-33591.021755219204,1.2604718809258064,3.775920811683659
2022-03-16,BUY,4910.6150445945095,-3.164664816299534,3.7813052806603538
2022-03-17,BUY,0.0,0.0,3.786636283131365
2022-03-18,SELL,13989.301492688945,-0.7197340439752065,3.791913241985136
2022-03-21,BUY,11604.476268768543,0.93552387596465,3.8074141557463923
2022-03-22,SELL,-4358.172967910068,1.2041038236245694,3.812469263094021
2022-03-23,BUY,-2375.7659473423846,-0.5141341081827289,3.81746751272214
2022-03-24,HOLD,-4429.027424812783,0.324935420412098,3.822408356815078
2022-03-25,BUY,-4430.391879081028,0.8023294155004024,3.827291252793458
2022-03-28,SELL,-48228.54525375203,4.124444751853307,3.841586906868077
2022-03-29,SELL,-54639.75666570733,0.26498078790291313,3.8462326927732713
2022-03-30,SELL,-25971.254777431022,-2.814670679504805,3.850817899653153
2022-03-31,SELL,-26247.13852739311,-2.2358789084692905,3.8553420183997167
2022-04-01,SELL,-39637.234704017406,-8.32479452395991,3.859804545817959
2022-04-04,HOLD,-3596.621003629174,-4.870559158036913,3.87281763879775
2022-04-05,BUY,51196.01386356354,2.8322737851573576,3.8770288904536976
2022-04-06,SELL,-27878.398986815475,-0.4322118226872451,3.8811761267286844
2022-04-07,SELL,-38004.0672869687,-1.5926068986652386,3.885258881828304
2022-04-08,SELL,-20018.93491125037,-0.02386770104058078,3.8892766965026064
2022-04-11,BUY,0.0,0.0,3.900936005439913
2022-04-12,SELL,0.0,0.0,3.904689599790353
2022-04-13,HOLD,0.0,0.0,3.908376058604486
2022-04-14,SELL,0.0,0.0,3.9119949636661997
2022-04-15,HOLD,0.0,0.0,3.9155459038819878
2022-04-18,SELL,0.0,0.0,3.9257869329827253
2022-04-19,HOLD,0.0,0.0,3.9290620480281695
2022-04-20,SELL,0.0,0.0,3.9322672522776148
2022-04-21,SELL,0.0,0.0,3.9354021789621045
2022-04-22,SELL,0.0,0.0,3.9384664689526883
2022-04-25,SELL,-69660.86389398598,-4.410508609732645,3.947232043501388
2022-04-26,SELL,-69391.68735218071,-3.5934133934526837,3.950010350596836
2022-04-27,SELL,33750.52441501641,7.664501164371095,3.9527163423037885
2022-04-28,SELL,12260.56459808303,5.115143047126591,3.9553497067234256
2022-04-29,BUY,-880.8226299288217,0.2998796556461403,3.9579101400468533
2022-05-02,BUY,0.0,0.0,3.9651509379158005
2022-05-03,BUY,0.0,0.0,3.967416772576387
2022-05-04,BUY,12355.980577469105,-1.051944782669434,3.9696082804361907
2022-05-05,BUY,-558.8975110047031,-1.2035010353061981,3.9717252073989404
2022-05-06,SELL,-18262.387413024902,-1.5167669134808381,3.9737673078348257
2022-05-09,BUY,7067.710328578018,1.0966181314852275,3.97944232166633
2022-05-10,HOLD,0.0,0.0,3.9811828306544292
2022-05-11,BUY,0.0,0.0,3.9828474135692993
2022-05-12,SELL,15445.011593341595,2.1631805182367625,3.984435876520487
2022-05-13,BUY,44725.33513593674,1.2157155113184714,3.9859480343821887
2022-05-16,SELL,0.0,0.0,3.990024958385365
2022-05-17,BUY,39300.39410495735,2.1538582144018603,3.9912302211470356
2022-05-18,SELL,-3041.48290252639,-0.2546817084550068,3.9923583858590934
2022-05-19,SELL,-20688.059230803745,-1.5557690486474707,3.993409320679236
2022-05-20,SELL,5520.87873554253,1.2763179330285146,3.9943829027456896
2022-05-23,HOLD,31329.57460975647,0.7649963507703639,3.99683843900355
2022-05-24,BUY,5134.690005301032,-1.4262333738733868,3.9975015618491616
2022-05-25,BUY,3841.740772249177,-1.6089210026290823,3.998086853116699
2022-05-26,HOLD,-6162.731014251476,-0.7714870692293263,3.9985942442689146
2022-05-27,SELL,-18988.55626964732,1.145252644945527,3.999023675879779
2022-05-30,SELL,-8974.707308767829,0.240346966102567,3.9998437561033566
2022-05-31,HOLD,-11574.189151763916,-0.4857470282328191,3.9999609378814673
2022-06-01,BUY,3976.623872756725,-1.2325669446134668,4.0
2022-06-02,BUY,12157.134096144931,-0.41680403405175426,4.000516493437023
2022-06-03,SELL,-2493.8060960764997,-0.6905638766350974,4.0009548672144675
2022-06-06,SELL,-25784.898365974193,-1.930056106760425,4.001801453657557
2022-06-07,BUY,-3802.899024010636,-3.003573845626639,4.001927577602248
2022-06-08,BUY,18961.34551811288,1.4006587122054048,4.0019757420055875
2022-06-09,BUY,6566.216656684643,0.9696498796984976,4.001946006293606
2022-06-10,BUY,14096.812807083828,-1.4719494034141078,4.00183843900355
2022-06-13,BUY,-377.15227031731047,-0.5472385376335653,4.0010495694123565
2022-06-14,BUY,0.0,0.0,4.000631542901458
2022-06-15,SELL,-20734.866261482006,-0.6432202616071026,4.0001361636368715
2022-06-16,SELL,-15737.84155750391,0.45004211381374226,3.999563554480369
2022-06-17,SELL,-26465.823916434078,-1.54927473936608,3.998913847274254
2022-06-20,BUY,-413.77640152024105,-0.12089976815354841,3.996503589937744
2022-06-21,HOLD,14276.128265381325,0.2448471123462248,3.995546987631598
2022-06-22,SELL,2446.6181068415754,0.17122378484348832,3.994514080235966
2022-06-23,BUY,4656.524471282726,0.4916774972391291,3.9934050528766516
2022-06-24,BUY,18834.547101974953,-0.04177576677091288,3.992220099444108
2022-06-27,SELL,-22558.776758194435,-1.6793317583809864,3.98821175227927
2022-06-28,SELL,-16810.101215363014,-0.41030786588442947,3.9867252073989405
2022-06-29,SELL,5267.559915542835,0.1264391134905285,3.9851638359917465
2022-06-30,BUY,4179.204700469971,-1.0453358843677707,3.983527883687498
2022-07-01,HOLD,31127.88002967881,-0.7649656387030079,3.981817604582467
2022-07-04,BUY,8691.39866447472,-2.220321448543483,3.976243473380187
2022-07-05,SELL,-22813.40178108192,-0.2761326696614663,3.9742385956123143
2022-07-06,SELL,-25595.537111283047,0.19871494937547807,3.972160786748233
2022-07-07,SELL,-9876.817108154297,0.0703733863171796,3.970010350596836
2022-07-08,SELL,-583.3448457717896,0.7627116901168907,3.9677875990569436
2022-07-11,BUY,21262.844757079612,2.2364144123308893,3.9606886911749104
2022-07-12,SELL,2871.4742307660636,0.9267417841721359,3.9581799567398823
2022-07-13,HOLD,0.0,0.0,3.955600585610948
2022-07-14,SELL,-3688.0008535382804,-0.8611612975233607,3.9529509369170586
2022-07-15,BUY,29140.759744644165,0.13537209876133272,3.9502313774271696
2022-07-18,HOLD,10348.622754096985,0.06851681270398924,3.941657014993099
2022-07-19,BUY,7186.688423156738,0.891096381814549,3.9386616303328665
2022-07-20,BUY,14927.647518158425,-0.5129146441316346,3.935598280826708
2022-07-21,HOLD,4850.675531386165,-0.40988333376075214,3.9324673775681305
2022-07-22,HOLD,-3071.904708862072,-0.37828837685449646,3.9292693387732465
2022-07-25,SELL,-8072.984492301475,-0.4533407587696159,3.9192766965026062
2022-07-26,SELL,-5512.593847275246,-0.17768459938731773,3.9158144373838595
2022-07-27,HOLD,-2404.5330944051966,-0.1940318917579842,3.9122872378397955
2022-07-28,HOLD,1753.2409610738978,0.7138039710951505,3.9086955571203643
2022-07-29,BUY,0.0,0.7605313842658834,3.9050398610199726
2022-08-01,HOLD,12820.579734802712,-1.213886765772887,3.8936934347068477
2022-08-02,BUY,23726.00763225532,0.34143450783534757,3.889786462844161
2022-08-03,SELL,22387.87371730851,1.5370712786550111,3.885817899653153
2022-08-04,BUY,17165.581081389915,2.1644992093585946,3.8817882483288266
2022-08-05,BUY,37683.13430595328,-1.1003691278634875,3.877698017979188
2022-08-08,HOLD,12266.101172446972,1.475929407774479,3.865069030571236
2022-08-09,BUY,17082.589561462635,-0.9537012453975757,3.8607416901484113
2022-08-10,HOLD,40494.209322452545,1.414065785673091,3.8563564016110288
2022-08-11,BUY,0.0,0.0,3.8519137075384653
2022-08-12,BUY,50902.58092451142,1.166839670437425,3.8474141557463923
2022-08-15,SELL,-4687.7239508628845,1.153315723987547,3.8335799086518025
2022-08-16,SELL,-15008.085455895402,-0.867480235283824,3.8288585053535873
2022-08-17,HOLD,-15007.821408271557,-1.9104160813303683,3.8240830584381316
2022-08-18,SELL,-10935.483272074955,1.3096819921539216,3.8192541450169926
2022-08-19,BUY,-4832.46985626244,0.40639099296765346,3.8143723467245576
2022-08-22,SELL,9413.589514731662,0.7884510280832036,3.7994155246094117
2022-08-23,BUY,511.99741935753264,-0.6329576670232373,3.7943280899666654
2022-08-24,HOLD,-1695.8112487792969,-1.3914624596672254,3.789190742794146
2022-08-25,SELL,-36451.92324829195,-0.010350101339928752,3.7840040896524676
2022-08-26,SELL,-8370.515497207642,0.5380684266459768,3.778768740883693
2022-08-29,SELL,-13755.940769672394,-0.1221386905130073,3.7627766786936117
2022-08-30,SELL,12914.346422196133,0.1533334335418246,3.757352722690295
2022-08-31,BUY,32493.99034166406,-0.12871321974594618,3.7518831757115247
2022-09-01,BUY,32852.996090411674,0.1963338706249207,3.746368668515383
2022-09-02,BUY,19564.28318977286,-1.2590603268877842,3.7408098348811087
2022-09-05,SELL,9034.197607040172,0.057669678678484715,3.7238737561558772
2022-09-06,SELL,-5370.837111472385,-0.6909666421389127,3.7181440111441764
2022-09-07,HOLD,5196.796366691822,0.2933673061626285,3.71237315006539
2022-09-08,SELL,11557.026648997562,0.8800918073692321,3.706561822518343
2022-09-09,BUY,25000.66878080461,0.2866370348347358,3.700710680352884
2022-09-12,BUY,35548.64051151229,-1.6253041063228668,3.682924916093735
2022-09-13,BUY,5178.58785056998,-1.090452216434712,3.676921075113552
2022-09-14,BUY,36649.78869533725,-0.9540266479880932,3.6708807086699893
2022-09-15,BUY,41377.804538724944,-0.4140350156912165,3.66480447980399
2022-09-16,SELL,-19612.560677526984,0.7842216219175469,3.6586930530365147
2022-09-19,SELL,-11348.307962417603,0.12328579617356672,3.640154250432687
2022-09-20,SELL,-10289.809823037125,-0.33407132793302763,3.6339087030337867
2022-09-21,HOLD,7451.6416692733765,-0.034509444981467574,3.6276312987059587
2022-09-22,SELL,7961.132102966309,0.46188439342740306,3.6213227085539215
2022-09-23,SELL,-4937.731958389981,-0.5547999762363642,3.6149836043992756
2022-09-26,SELL,-22237.951155185234,-0.001457760508427608,3.5957899346259024
2022-09-27,HOLD,5358.037331104977,-0.11056799054367517,3.58933550324623
2022-09-28,BUY,1097.3235292441677,0.5593005981477717,3.582853923962269
2022-09-29,SELL,-2224.799800873734,-0.34383073678877496,3.5763458706446816
2022-09-30,SELL,5949.45192861557,-0.5022493895681879,3.5698120171341383
2022-10-03,SELL,-30982.51594448043,-1.6581517426375703,3.5500623912023928
2022-10-04,SELL,-65792.46972799301,-1.3147163573369092,3.5434320710664666
2022-10-05,BUY,10968.427729605464,-0.33070669057615465,3.5367793158381566
2022-10-06,SELL,-24668.247978209518,-0.6226148610033788,3.530104796994159
2022-10-07,SELL,-17846.101239682175,-0.4674108253773124,3.523409185258493
2022-10-10,SELL,0.0,0.0,3.5032024865388847
2022-10-11,SELL,-36644.8375210762,-1.6754062043873197,3.4964291919084065
2022-10-12,HOLD,257.78739643027075,1.2936119889621178,3.489638143210967
2022-10-13,HOLD,43472.97130203294,1.182634096733759,3.4828300045611216
2022-10-14,HOLD,-10925.816320419777,-0.02289254669777252,3.476005438629617
2022-10-17,SELL,-16735.33691596845,-1.0317676790222885,3.455439780190066
2022-10-18,HOLD,-15502.013974190457,-0.5837880657842964,3.4485560996284463
2022-10-19,BUY,701.0857305522077,0.0623713781738644,3.441659280158474
2022-10-20,SELL,-18079.97008991125,-1.0791643055478084,3.4347499738056744
2022-10-21,SELL,-11644.552326202858,0.28212547837461743,3.427828830498855
2022-10-24,SELL,0.0,0.0,3.4070008448123463
2022-10-25,SELL,-15610.240627289051,-0.5204150360937687,3.400038807919762
2022-10-26,BUY,13632.251413346035,1.0877131031858944,3.39306814915611
2022-10-27,BUY,20917.849548339378,1.0728345263503858,3.386089504016913
2022-10-28,SELL,-15047.113941191696,-0.1811391831409992,3.3791035052922522
2022-10-31,BUY,-6942.723597527482,-1.4430373133665353,3.3581076731879307
2022-11-01,BUY,-5108.264226436848,1.1551647832015233,3.351098531028426
2022-11-02,BUY,-1093.9886603346094,-0.25729408330560366,3.3440851557817592
2022-11-03,SELL,-4908.594621659722,-0.32064011167156625,3.3370681622976677
2022-11-04,SELL,-3399.278865814209,0.3225305964810299,3.330048162161053
2022-11-07,SELL,0.0,0.0,3.308976187132157
2022-11-08,SELL,-23575.505518435966,-0.7844109574870806,3.301950208314156
2022-11-09,BUY,7413.452667236328,0.32943830619613923,3.294924229187661
2022-11-10,BUY,8798.936626911163,0.05844793026301698,3.287898840199528
2022-11-11,HOLD,12145.285516738659,-0.15160362826740492,3.280874628026006
2022-11-14,BUY,-2285.805269718403,-0.35233691179927806,3.2598148611837603
2022-11-15,SELL,-18074.707692622207,0.5408561995842276,3.2528011452754764
2022-11-16,HOLD,-15757.501949310536,-1.972280211411881,3.245791480676933
2022-11-17,SELL,-7451.635303497547,0.4172310293798387,3.2387864300611446
2022-11-18,SELL,-28542.5285320275,-0.9584713568825287,3.2317865518817883
2022-11-21,SELL,-9486.134884834522,0.13198840356497543,3.210823471972579
2022-11-22,BUY,30223.185727119213,1.2925116807775083,3.2038497816396494
2022-11-23,HOLD,22974.026604651473,0.5739090434758953,3.196883990689326
2022-11-24,BUY,-16891.340765476227,-0.8781216115784418,3.1899266310571965
2022-11-25,HOLD,10613.576648712391,2.4036338696145743,3.1829782300703555
2022-11-28,BUY,15496.992137432331,1.7306552325907942,3.1621919820706905
2022-11-29,SELL,-2026.4533762927167,1.2105083939764616,3.15528459502046
2022-11-30,BUY,44341.53982400824,-0.020473349836658272,3.14838873239558
2022-12-01,BUY,12288.520618438488,-0.5628949540035899,3.1415048928530016
2022-12-02,BUY,8272.809040547116,0.6607435521158722,3.134633570113215
2022-12-05,BUY,9523.191253661644,0.5579470759833338,3.1140995649996657
